name,price,image,category
Waft | Hybrid of Hacivat & Ani - 30ML,2600,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/waft_bf3df2df-3dc2-4759-b5b5-c76a289d7948.png?v=1727626427,Perfume
Waft | Hybrid of Hacivat & Ani - 50ML,4000,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/waft_9e8649d1-7240-4835-90f0-04d48d0589ad.png?v=1698998693,Perfume
Eve's Garden | Rendition of Gucci Flora - 30ML,1800,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/evesgarden.png?v=1727635123,Perfume
Eve's Garden | Rendition of Gucci Flora - 50ML,2700,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/eve_sgarden.png?v=1727627248,Perfume
Bvlgari Tygar - 30ML,2500,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/tygar.png?v=1682759231,Perfume
Ottoman Myve | Rendition of Hacivat - 30ML,3000,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/ottomanmyve_273224f8-c345-41ee-93c7-9594a869b343.png?v=1723390355,Perfume
Glory | Rendition of Santal 33 - 30ML,2800,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/glory_9411a49f-24dc-4815-adf4-9a32649ae74a.png?v=1698998768,Perfume
Baccarat Rouge 540 Extrait - 30ml,3500,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/br540-extrait_37cce510-ff7c-4258-af2f-ceca5b337164.png?v=1727627540,Perfume
Baccarat Rouge 540 Extrait - 50ml,4500,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/br540-extrait.png?v=1697132231,Perfume
Tom Ford Tuscan Leather - 30ml,2600,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/tuscan.png?v=1727626360,Perfume
Tom Ford Tuscan Leather - 50ml,4200,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/tuscanleather.png?v=1684303143,Perfume
Calisto | Rendition of Moon - 30ML,3500,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/calisto_b067ee84-a370-44bb-83bf-7794a777cd75.png?v=1727625578,Perfume
Calisto | Rendition of Moon - 50ML,5500,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/calisto_b067ee84-a370-44bb-83bf-7794a777cd75.png?v=1727625578,Perfume
Portrayal | Rendition of Portrait of a Lady - 30ML,2800,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/portrayal.png?v=1684303207,Perfume
Portrayal | Rendition of Portrait of a Lady - 50ML,3700,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/portrayal-2.png?v=1690030293,Perfume
Al-Waad | Rendition of Promise - 30ML,2600,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/al-waad.png?v=1684303572,Perfume
Al-Waad | Rendition of Promise - 50ML,4200,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/al-waad-2_7861b31e-94d4-4bd2-a397-9c2aac4f5579.png?v=1689414331,Perfume
Fantasy | Rendition of California Dreams - 30ML,2200,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/fantasy.png?v=1683817432,Perfume
Les Sables Roses - 30ML,3000,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/lessablesroses.png?v=1682759919,Perfume
Orage By Louis Vuitton - 30ML,2600,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/orage.png?v=1683897134,Perfume
Ombre Nomade - 30ML,2800,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/ombrenomade.png?v=1682759907,Perfume
Omed | Rendition of Smokey Aventus - 30ML,2600,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/smokey-aventus.png?v=1727626314,Perfume
Omed | Rendition of Smokey Aventus - 50ML,4000,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/smokey_aventus_1f6f1cd6-4493-4cdb-9273-09302939eaaa.png?v=1723055385,Perfume
Omed | Rendition of Smokey Aventus - 100ML,5500,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/aventus-2_b77690f0-5984-468f-bdde-e329dbc16ffa.png?v=1726577901,Perfume
Twilight | Rendition of Victoria Secret's Bombshell - 30ML,1500,https://cdn.shopify.com/s/files/1/0550/3497/0249/files/twilight_ea27fd9f-58c0-49fc-91c4-7ad1a51b9872.png?v=1727635669,Perfume
